sentence,language
"Strategies Against Architecture III (Strategien gegen Architekturen III) (1991-2001, double CD) is an album by Einstürzende Neubauten and was released in 2001.
This album featured a retrospective overview of the previous decade of the band's music. It is the third Einstürzende Neubauten release of this type, preceded by Strategies Against Architecture II (1991) and Strategies Against Architecture 80-83 (1984).",english
"The Prison Radio Association (PRA) is a British prison-based charity that operates National Prison Radio, a radio station which broadcasts programmes made by and for inmates in over 100 prisons in the United Kingdom and is the world's first national radio station of its kind.Established in 2006, the PRA aims to reduce reoffending using the power of radio. Its objective is to support the education, relief and rehabilitation of offenders in custody and in the community, believing that equipping prisoners with skills and confidence is crucial in reducing reoffending rates.
Through National Prison Radio, the PRA helps provide prisoners with access to information on: accommodation; education; training and employment; health; drugs and alcohol; finance, benefits and debt; children and families; attitudes, thinking and behaviour.",english
Le Progrès Egyptien is a French-language Egyptian daily newspaper.,english
"Sir Kenneth Aphunezi Olisa,  (born 13 October 1951) is a British businessman and philanthropist.  He is the first black Lord-Lieutenant of Greater London. He founded and led the AIM-listed technology merchant bank Interregnum and now leads Restoration Partners. Ken Olisa is Past Master of the Worshipful Company of Information Technologists and has served and serves on several boards of philanthropic, educational and regulator organisations. He and his wife endowed the Olisa Library at Fitzwilliam College, Cambridge.",english
"Scott R. Fisher is an American visual effects artist.
He won at the 87th Academy Awards for his work on the film Interstellar. This was in the category of Best Visual Effects. His nomination was shared with Paul Franklin, Andrew Lockley and Ian Hunter. He lives with his wife Melissa kids Carson & Gavin and his niece Kendra Frick in Simi Valley

",english
Misquamicut es un lugar designado por el censo ubicado en el condado de Washington en el estado estadounidense de Rhode Island. En el año 2010 tenía una población de 390 habitantes.[1]​,spanish
"Mayana Zatz (n. Tel Aviv; 16 de julio 1947) es una bióloga molecular y genetista brasileña.
Es profesora en la Universidad de São Paulo, y secretaria académica en la actualidad.",spanish
"Malus es el mástil del Navío Argos. Es una antigua constelación que fue una vez parte de la gran nave, junto con Carina, la quilla; Puppis, la popa, y Vela, la vela. Malus ya no es reconocido como una constelación, ya que sus estrellas han sido incorporados en la constelación de Pyxis, la brújula, creada por el astrónomo francés Nicolas Louis de La Caille entre 1750 y 1754.",spanish
"La Ley de Grimm o primera mutación consonántica [del germánico] (erste Lautverschiebung en alemán) es un fenómeno de la época temprana de la evolución del germánico y el armenio –en torno al siglo I a. C.– por el cual el conjunto de los fonemas oclusivos sordos y sonoros heredados del indoeuropeo se transformó por completo conservando el punto de articulación pero alterando el modo. Estos fonemas se alteraron de manera sistemática y simultánea. Según las últimas investigaciones, este fenómeno parece radicar en un retraso en la apertura de la glotis al realizar las series indoeuropeas de oclusivas.
Los descubridores de este fenómeno fueron Friedrich von Schlegel y Rasmus Christian Rask, pero fue Jacob Grimm el primero en formularla en el año 1822 tal y como la conocemos actualmente. 
Tradicionalmente se describe este fenómeno en tres actos. La ley de Grimm se complementa con la Ley de Verner para explicar ciertas aparentes irregularidades.",spanish
"La ciudad de Raaba, también conocida como Raaba bei Graz, se encuentra localizada en el Distrito de Graz-Umgebung, en Estiria. En el año 2000 obtuvo la categoría de municipio.",spanish
"Tomás Padró y Pedret (Barcelona, 1840-Barcelona, 1877) fue un pintor, ilustrador y caricaturista español.",spanish
Uroobovella mrciaki es una especie de arácnido del orden Mesostigmata de la familia Urodinychidae.,spanish
"La Iglesia de Wies (en alemán Wieskirche = ""Iglesia en la pradera"") es una iglesia de peregrinación en el distrito de Weilheim-Schongau en el estado federado de Baviera, Alemania. El simple edificio oval, con un extravagante interior en estilo rococó, fue realizado por los hermanos Dominikus Zimmermann y Johann Baptist Zimmermann. 
En 1983, la iglesia de Wies fue proclamada Patrimonio de la Humanidad por la Unesco.[1]​",spanish
"Laurent Bezault es un ciclista francés, nacido el 8 de marzo de 1966 en Boulogne-Billancourt.",spanish
"Eberardo Pavesi (Colturano, provincia de Milán, 2 de noviembre de 1883 - 11 de noviembre de 1974) fue un ciclista italiano profesional de principios del siglo XX.
Destacan en su palmarés sus participaciones en el Giro de Italia, el cual logró vencer en 1912 como integrante del equipo Atala. En 1910 y 1913 también logró sendos segundos puestos. Además, totalizó cuatro triunfos de etapa, dos en 1910 y otros dos en 1913.",spanish
"Las relaciones Australia-Chile se refiere a las relaciones internacionales establecidas entre la Mancomunidad de Australia y la República de Chile. 
Ambas naciones se encuentran ubicadas en el hemisferio Sur, separadas de un extremo a otro de sus costas al océano Pacífico, en perpendicular de sus paralelos, asimismo son Estados miembro del Foro de Cooperación Económica Asia-Pacífico (APEC).",spanish
"Hidrógeno atómico (o hidrógeno naciente) consiste en un átomo individual de hidrógeno , el cual no se encuentra junto a otro átomo como en las moléculas normales de hidrógeno. La especie es denominada  H (atómico), en contraste con el usual H2 (dihidrógeno o sólo 'hidrógeno') que comúnmente interviene en reacciones químicas .Se dice que existe de forma transitoria, pero lo suficiente como para afectar a las reacciones químicas. De acuerdo con esto, el hidrógeno naciente está generalmente in situ, normalmente en reacciones de zinc con un ácido, aluminio  con hidróxido sódico,o por electrólisis en el cátodo. Siendo monoatómico, los átomos de hidrógeno son agentes reductores mucho más reactivos y efectivos que el H2, pero de nuevo la clave es si los átomos de H existen bajo las condiciones requeridas.  El concepto es más popular en ingeniería y en catálisis.",spanish
Luján es uno de los 135 partidos de la provincia argentina de Buenos Aires. Su cabecera es la ciudad homónima.,spanish
"La Linafoot (Liga Nacional de Football), oficialmente y por razones de patrocinio Vodacom Super League 1, es la máxima categoría del fútbol profesional en la República Democrática del Congo. Fue fundada en 1958 y es organizada por la Federación Congoleña de Fútbol Asociación, FECOFA.",spanish
"La iglesia de San Pellegrino alla Sapienza (hoy dedicada a Santa Anastasia de Roma) se encuentra en Siena, entre las calles della Sapienza y delle Terme.",spanish
"Celestino Fernández Ortiz (Benacazón, 28 de enero de 1919-Sevilla, 27 de marzo de 2006) fue un periodista, abogado y escritor español.",spanish
"Edda Piaggio Victorica (Montevideo, 24 de noviembre de 1928) es una poeta, cuentista, traductora y conferencista uruguaya.",spanish
"Paul Misraki (n. Constantinopla, Imperio Otomano, Turquía; 28 de enero de 1908 - f. París, Francia; 30 de octubre de 1998;  fue un compositor y músico que trabajó en varias bandas sonoras fílmicas.",spanish
"Isla Corazón[1]​ es una isla de manglares, con una forma natural que se asemeja a la de un corazón,[1]​ que posee más de 50 hectáreas[1]​ de superficie y está situada en el estuario del río Chone de la ciudad de ""Bahía de Caráquez"", en la costera provincia de Manabí[2]​ en Ecuador.
La isla es desierta y constituye un sitio de anidación para una de las mayores colonias de fragatas en el Océano Pacífico, junto con una serie de otras especies de aves.[3]​ La isla se amplió gracias a los esfuerzos de restauración de manglares de los pescadores locales y fue nombrado Refugio Nacional de Vida Silvestre poco después. Este grupo de pescadores comenzaron Tours o recorridos a Isla Corazón y ahora realizan los viajes en canoa a través del ecosistema de manglar, con salida desde el Puerto Portovelo,[4]​ justo arriba de la carretera del cantón San Vicente.",spanish
"Purton es una localidad situada en el condado de Wiltshire, en Inglaterra (Reino Unido), con una población estimada a mediados de 2016 de 3599 habitantes.[1]​
Se encuentra ubicada al este de la región Sudoeste de Inglaterra, cerca de la frontera con la región Sudeste de Inglaterra, de la ciudad de Trowbridge —la capital del condado— y de los restos arqueológicos de Stonehenge y Avebury.",spanish
"El municipio de Camanche (en inglés: Camanche Township) es un municipio ubicado en el condado de Clinton en el estado estadounidense de Iowa. En el año 2010 tenía una población de 4630 habitantes y una densidad poblacional de 78,7 personas por km².[3]​",spanish
"Mamachine es el segundo álbum lanzado por el ahora productor de complextro Aleksander Vinter, y el segundo bajo el alias de Vinter in Vegas. El mismo fue lanzado el 16 de junio de 2011 por la discográfica Section Z.[1]​",spanish
"Edwardsville es un pueblo ubicado en el condado de Cleburne en el estado estadounidense de Alabama. En el censo de 2000, su población era de 186. 

",spanish
"Las Vegas de Táriba es un sector del municipio Cárdenas, del estado de Táchira (Venezuela). Es de gran importancia para el Municipio Cárdenas y sus alrededores [cita requerida].
Su población es de aproximadamente 15.000 habitantes [cita requerida], y se sitúa al margen del río Torbes al oeste de Táriba a 888 metros sobre el nivel del mar, en 7°49´42´´ de latitud (norte) y  -72°12´31´´ de longitud (oeste),[1]​ a solo 2,02 de la ciudad de Táriba.
Cuenta con varios comercios como el Supermercado Garzon que es el supermercado más importante del municipio y también restaurantes, panaderías, quincallas, ventas de repuestos y materiales de construcción.
Su principal arteria vial es la carretera Trasandina que conecta el sector con Cordero y las ciudades de Táriba y San Cristóbal. Aunque también tiene conexiones con los sectores de: Sabaneta, Palo Gordo, Arjona, San Rafael de Cordero, Altos de paramillo, entre otros.
Próximamente se planea construir una avenida hacia Cordero para mejorar el tránsito automotor en la zona[cita requerida].",spanish
"Chãs es una freguesia portuguesa del concelho de Vila Nova de Foz Côa, en el distrito de Guarda, con 17,07 km² de superficie y 278 habitantes (2001). Su densidad de población es de 16,3 hab/km².
En el territorio de la freguesia se encuentra el núcleo de arte rupestre de Quinta da Barca y la estación arqueológica de la Quinta de Santa María de Ervamoura, ambos incluidos en el conjunto del complejo prehistórico del valle del Côa, Patrimonio de la Humanidad.",spanish
"Another Day of Sun es la canción de apertura de la película La La Land (2016). La escena que ilustra la canción representa un atasco en una autovía de entrada a la ciudad de Los Ángeles y los conductores se transforman en un conjunto coral saliendo de sus respectivos vehículos y ejecutando una compleja coreografía. La escena fue filmada en locación en un puente de 130 pies de altura del Judge Harry Pregerson Interchange.[1]​[2]​ La escena se rodó en tres tomas y fue editada de manera que pareciera, sin embargo, una única toma.[3]​ La canción fue compuesta por Justin Hurwitz con letra de Benj Pasek y Justin Paul, y coreografiada por Mandy Moore.[4]​",spanish
"Alfonso Cabello Llamas (La Rambla, 19 de septiembre de 1993) es un deportista con discapacidad español que compite en ciclismo adaptado en las modalidades de pista y ruta.[1]​ Ganó tres medallas en los Juegos Paralímpicos de Verano en los años 2012 y 2016.[2]​[3]​",spanish
"Un microscopio de fluorescencia de reflexión interna total (en inglés, Total internal reflection fluorescence microscope o TIRFM) es un tipo de microscopio con el cual una fina región de una muestra, usualmente de menos de 200 nm de espesor, puede ser observada.",spanish
"Traffic-Vis es un demonio que monitoriza el tráfico TCP/IP y convierte esta información en gráficos en ASCII, HTML o Postscript. Traffic-vis también permite analizar el tráfico entre hosts para determinar qué hosts han comunicado y el volumen de su intercambio (tenga en cuenta que necesita libpcap).",spanish
"Želkovice es una localidad del distrito de Louny en la región de Ústí nad Labem, República Checa, con una población estimada a principio del año 2018 de 90 habitantes. 
Se encuentra ubicada al suroeste de la región, cerca de la orilla del río Ohře —un afluente izquierdo del río Elba— y de las regiones de Karlovy Vary y Bohemia Central.[1]​",spanish
"Juan de Dios Ramírez Heredia (Puerto Real, provincia de Cádiz, 29 de junio de 1942), es un político y activista español. Es abogado, licenciado en Ciencias de la Información por la Universidad Autónoma de Barcelona, donde realizó el ciclo de estudios del doctorado. Maestro de Enseñanza General Básica (EGB), actividad que desarrolló en Cádiz. Ha sido Director de la Escuela de Readaptación Profesional ""San Juan Bosco"" para disminuidos físicos, de Barcelona, entre 1970 y 1990. Está integrado en la plantilla de RTVE.
Perteneciente a la comunidad gitana, Juan de Dios Ramírez Heredia se ha destacado por la defensa de los derechos de esa comunidad desde la acción política y social. Como reconocimiento a dicha labor en febrero de 2008 fue nombrado Doctor Honoris Causa por la Universidad de Cádiz, siendo el primer gitano que recibe dicha distinción en el mundo.[1]​",spanish
"(1694) Kaiser es el asteroide número 1694 situado en el cinturón principal. Fue descubierto por el astrónomo Hendrik van Gent desde la estación meridional de Leiden en Johannesburgo, República Sudaficana, el 29 de septiembre de 1934. Su designación alternativa es 1934 SB. Está nombrado en honor del astrónomo neerlandés Frederik Kaiser (1808-1872).[2]​",spanish
"El Estadio Manuel Felipe Carrera o Estadio del Treból, también llamado Estadio Manuel F. Carrera es el Estadio de Municipal.
Originalmente era utilizado para los entrenamientos de dicho equipo, y para las competencias del Torneo de Copa, lleva el nombre de uno de los ex-entrenadores del equipo Manuel Felipe Carrera.
Desde su remodelación en 2012, es utilizado como estadio oficial del Club Social y Deportivo Municipal, con una capacidad maxima de 10.000 aficionados.
El estadio Manuel Felipe carrera más conocido como el trébol , se ha hecho de una pantalla LED , y amplia remodelación en camerinos, tanto local como de vista y de cuerpo arbitral esto con el fin de dar mayor comodidad a los equipos.",spanish
"The Naked Gun 2 ½: The Smell of Fear es una película de 1991 dirigida por David Zucker y protagonizada por Leslie Nielsen. Titulada Agárralo como puedas 2 ½: El olor del miedo en España, ¿Y dónde está el policía? 2½ en el resto de Hispanoamérica y La pistola desnuda 2½ en Argentina es la secuela de The naked gun (1988). La recaudación de esta segunda parte superó a la primera y algunos de los gags están basados en los de la serie Police Squad!, que protagonizó el propio Nielsen en 1982 sin éxito.

",spanish
"Mario Montoya Uribe (nacido el 29 de abril de 1949 en Buga, Valle del Cauca) es un militar retirado colombiano, comandante del Ejército Nacional de Colombia hasta el 4 de noviembre de 2008. Montoya llegó a la comandancia del Ejército tras el retiro de General Reinaldo Castellanos.
Montoya se destacó por comandar las operaciones Orión (2002), Fénix (2008) y Jaque (2008).  
Se le acusa por Human Rights Watch de los asesinatos de decenas de civiles en el caso de los llamados ""Falsos Positivos"".[1]​",spanish
"Acrocrypta cebuensis es un coleóptero de la familia Chrysomelidae.
Acrocrypta cebuensis fue descrito científicamente por primera vez en 2001 por Doeberl.[1]​",spanish
Cometas por el cielo es un mini álbum digital publicado en 2012 por el grupo donostiarra La Oreja de Van Gogh. Está formado por siete remezclas del segundo single del disco homónimo. El material se encuentra disponible en la plataforma iTunes.,spanish
"La Revista Doctrina Jurídica (ISSN 1853-0338) es una publicación serial argentina en formato de revista sobre temas de Derecho editada en la Ciudad Autónoma de Buenos Aires en idioma español[1]​. 
De periodicidad semestral y en soporte papel tiene por objeto la difusión además de temas de propios del Derecho, de artículos de Filosofía, Ética, Bioética y fundamentos de las ciencias. 
Los trabajos publicados tienen la forma de reportes de investigación, artículos de divulgación, fallos de jurisprudencia o transcripciones de disertaciones, y antes de ser presentados al público deben superar dos etapas de selección, una de discusión entre colegas y otra de revisión por parte de un panel editorial.
El primer número de la Revista Doctrina Jurídica apareció en mayo 2010 y se encuentra inscripta en el Directorio de Revistas Latindex en el folio 23454 y en el folio único 20718 con fecha de alta 06-09-2014.[2]​
A su vez está catalogada en la Bibliografía Nacional de Publicaciones Periódicas Argentinas Registradas (BINPAR, CAICYT) donde cuenta con el registro 116408[3]​ y su Director Pablo Banchio participa del Foro de Editores Científicos de la Secretaria de Ciencia y Tecnología (SECyT) de la República Argentina.",spanish
"El SMS Novara[1]​ fue un crucero ligero, líder de  su clase de la KuK Kriegsmarine austrohúngara en la cual sirvió durante la Primera Guerra Mundial.[2]​",spanish
"Pilot, titulado Piloto en España y Latinoamerica es el primer episodio de la serie American Dad, de la cadena de televisión FOX.",spanish
,spanish
"Juan Antonio Fernández Cordón es un demógrafo y economista español; es investigador y científico titular del Consejo Superior de Investigaciones Científicas (CSIC), concretamente en el  Instituto de Economía, Geografía y Demografía del Centro de Ciencias Humanas y Sociales, es miembro también de la Unidad de Estudios Demográficos y Sociales del CSIC.[1]​[2]​[3]​[4]​[5]​",spanish
"Jausiers  (en occitano Jausièr) es una localidad y comuna de Francia, en la región de Provenza-Alpes-Costa Azul, departamento de Alpes de Alta Provenza, en el distrito de Barcelonnette y valle del río Ubaye.",spanish
"Maria Mauban (10 de mayo de 1924 – 26 de agosto de 2014[1]​) fue una actriz teatral, cinematográfica y televisiva de nacionalidad francesa.",spanish
"Moral sexual es la moral aplicada a temas de sexualidad.
Históricamente se ha identificado con la moral sexual religiosa, dada la estrecha identificación de las religiones desde su origen con un código de conducta más o menos rígido, que regula las relaciones afectivo-sexuales y el matrimonio en todas las civilizaciones; pero también existe una moral sexual laica.
Ambas expresiones son polisémicas, pues el término ""religioso"" puede designar no sólo a la orientación de la moral religiosa (sujeta a las orientaciones de las creencias y prácticas religiosas), sino también cuando se refiere sólo a un grupo minoritario dentro de la población (los pertenecientes a una orden religiosa y otros clérigos); mientras que el término ""laico"" puede designar al grupo mayoritario de la población (los creyentes no clérigos, aunque muy a menudo se asimilan a ellos los creyentes de otras religiones y los no creyentes, a los que la religión dominante impone su moral sexual en las sociedades con sistemas socio-religiosos rígidos), y también a la orientación de una moral sexual independiente de las  religiones, que se abstraiga de las creencias y prácticas religiosas, sujeta únicamente a los principios de la moral.
La expresión ética sexual, menos utilizada, es igualmente ambigua, y su diferencia con ""moral sexual"" tiene la misma equivocidad que la oposición de términos ""moral"" y ""ética"".[1]​ La Sagrada congregación de la fe de la iglesia católica usa el término ""ética sexual"" en sus recomendaciones a los creyentes.[2]​",spanish
"Daisuke Yano (矢野 大輔, Yano Daisuke?, nacido el 26 de octubre de 1984 en Kumamoto) es un exfutbolista japonés.[1]​[2]​ Jugaba de defensa y su último club fue el Roasso Kumamoto de Japón.",spanish
"Río Tijuana (3ra. Etapa) es una colonia de la ciudad de Tijuana ubicada en la delegación La Mesa.
Se encuentra a aproximadamente 7.8 km² de la puerta de entrada de San Ysidro y 6.2 km² a la garita internacional de Otay. En el año de 2012 tenía una población aproximada de 3,204 habitantes. En ella se hallan múltiples centros comerciales, lugares interactivos y hospitales. La Macroplaza Insurgentes en visitada por alrededor de 1,040,000 personas al por mes.",spanish
Ferocactus diguetii es una especie de la familia de las cactáceas. Es originaria de Norteamérica.,spanish
"Al-Hasan ibn Muhammad o Hasán II (Rabat, 9 de julio de 1929 - ibídem, 23 de julio de 1999) fue rey de Marruecos desde 1961 hasta su muerte. Fue el segundo hijo de Mohamed V, sultán primero y después rey de Marruecos. Su madre fue la segunda esposa de su padre, Lalla Abla bint Tahar, titulada Um Sidi (madre del heredero).",spanish
"Esteban de Garibay y Zamalloa (Mondragón, Guipúzcoa, 9 de marzo de 1533 - Madrid, 1600) fue un historiador español.",spanish
"Una mancha es una zona de decoloración o de un color diferente que generalmente se distingue fácilmente del resto de la superficie, material o medio sobre la que se encuentra. Su distribución suele no ser uniforme, y generalmente se genera accidentalmente (es el caso de las manchas sobre tejido, tela u otros materiales), aunque también puede ser intencional: es el caso de las manchas utilizadas en la investigación (tinción bioquímica), la tecnología (tinción de metales) y el arte (tinción de madera, tinción de vidrio).",spanish
"La estación de Pierrelatte es una estación ferroviaria francesa de la línea París - Marsella, situada en la comuna de Pierrelatte, en el departamento de Drôme, en la región de Ródano-Alpes. Por ella transitan únicamente trenes regionales.",spanish
"Los Elementos de Orictognosia es la obra maestra del naturalista Andrés Manuel del Río, considerada la primera obra escrita sobre mineralogía de América. La obra fue publicada en por lo menos dos ediciones, una en 1795, en la Ciudad de México y la otra en 1832, en Filadelfia:

Elementos de Orictognosia o del conocimiento de los fósiles, dispuestos según los principios de A.G. Werner, para el uso del Real Seminario de Minería de México. 1795.
Elementos de Orictognosia, o del conocimiento de los fósiles según el sistema de Bercelio; y según los principios de Abraham Góttlob Wérner, con la sinonimia inglesa, alemana y francesa, para uso del Seminario Nacional de Minería de México. Filadelfia 1832.",spanish
"Zacarías Pribislavljević o Zacarías de Serbia (en serbio: Захаријa Прибислављевић, griego: Ζαχαρίας; c 890s - 924) fue príncipe de los serbios entre 922 y 924. Derrotó a su primo Pablo en 922, y gobernó Serbia por dos años.
Zacarías era el hijo de Pribislav, el hijo mayor de Mutimir (reino entre 851) de la primera dinastía serbia (gobernante desde principios del siglo VII).",spanish
"Ulises Tavares (Tepatitlán de Morelos, Jalisco, México, 29 de abril de 1993) es un futbolista mexicano, que juega como delantero. Actualmente milita en la Primera División de El Salvador jugando para el Sonsonate Fútbol Club.",spanish
"La Fuente de los veinticinco caños (en valenciano, Font dels vint-i-cinc ""xorros"") es una fuente de finales del siglo XVIII, situada en la ciudad de Játiva, en provincia de Valencia, cerca de la Iglesia de San Pedro. La fuente tiene veincicico caños que le da nombre, representando el caño central un rostro de persona barbuda del cual le sale agua por la boca, mientras que el resto de caños tienen forma de serpiente.",spanish
"El Torneo de Tokio es un evento de tenis que se disputa en Tokio, Japón,  se juega entre el 3 de octubre y el 9 de octubre de 2011.",spanish
"Svipdag (nórdico antiguo: Svipdagr, que significa Día repentino;[1]​ inglés antiguo: Svæfdæg[2]​) es un héroe vikingo legendario con fama de berserker que aparece en los relatos de Hrólfr Kraki en la saga Hrólfs saga kraka, y como personaje principal en Grógaldr y Fjölsvinnsmál, ambos incluidos en Svipdagsmál.",spanish
"Nicole Bozon, nacido en el siglo XII y muerto en el siglo XIII fue un escritor anglo-normando.
Hermano menor y franciscano, Nicole Bozon es el autor, entre 1320 y 1350 de numerosos poemas religiosos y vidas de santos en anglo-normando.",spanish
Bolivar Trask es un personaje ficticio en el universo de la Marvel Comics. Apareció por primera vez en Uncanny X-Men #14 (noviembre de 1965). Es el creador de los Centinelas.,spanish
"Tronia o Gronia (en griego, Τρώνεια, Γρώνεια) es el nombre de una antigua ciudad griega de Fócide. 
Es mencionada en varios testimonios epigráficos entre los que destacan una inscripción del año 322 a. C. (en este caso la alusión a Tronia no es segura) y un decreto de manumisión del siglo II a. C. de Delfos donde se la cita como lugar de origen de un esclavo.[1]​ Se relaciona con el topónimo Trónide, que debía ser el nombre de su territorio, que menciona Pausanias dentro de los dominios de Dáulide señalando que allí se ubicaba un heroon.[2]​
Es citada como Gronia por Esteban de Bizancio.[3]​
Algunos autores la identifican con la ciudad llamada Patrónide por Plutarco pero otros rechazan esa identificación.[4]​[1]​
Se ha sugerido que Tronia podría haberse localizado en Agias Marina, que se ubica al este de Daúlide o en Kato Tseresi, que está situado al sur de Dáulide.[1]​",spanish
"George James Gordon Cheyne (Londres, 15 de noviembre de 1916[1]​ - Newcastle upon Tyne, 29 de diciembre de 1990)[2]​ fue un escritor e hispanista británico. Cheyne se especializó en el estudio de la obra del escritor y político español Joaquín Costa, de quien ha sido considerado uno de sus mejores biógrafos.[3]​[4]​
Educado en una escuela privada. Enseñó inglés en Nimes y Toulouse. En 1941 vino a España por primera vez, trabajó en un depósito de prisioneros aliados, en Miranda de Ebro. Fue su primer encuentro con una España cargada de problemas que sin duda le dejaron impresionado. Volvió a Inglaterra, siguió de enseñante en una escuela privada y más tarde en un politécnico, y terminó licenciándose en literatura española en King’s College, acudiendo a clases nocturnas. Luego en Birbeck College completó sus estudios de francés. Como profesor enseñó en Oxford y, a tiempo parcial, en el King’s College de Londres. Pasó a la Universidad de Durham (1961) hasta que en 1963 obtuvo plaza en la Universidad de Newcastle upon Tyne, en donde desde 1978 dirigió el Departamento de “Spanish and Latin American Studies” de la citada universidad, hasta su jubilación. George Cheyne, hacia 1960, con un colega suyo estudió la posibilidad de realizar un plan de investigación, y se les creó la duda de abordar la vida y obra de San Juan de la Cruz (donde Cheyne satisfacía además su afición a la poesía) o las de Joaquín Costa. La balanza se inclinó hacia este último ya que Cheyne ya había leído, como gran lector que era, buena parte de la obra de Costa y había observado que Costa era un hombre que tenía soluciones para la España que le había tocado vivir, y que incluso sus soluciones, su actitud, así como los problemas que planteaba seguían vivos –aunque con algunos cambios- en la España de los años sesenta del siglo XX. Así es como George Cheyne decidió entregarse a la tarea de contribuir para que la voz de Costa no se perdiera medio siglo después de su muerte. Desde el principio se había planteado que sus esfuerzos debían ir dirigidos hacia una labor crítica y científica que pudiera encuadrar debidamente al hombre y a la obra que se encerraban en Joaquín Costa.[5]​[6]​
El referido primer viaje a España lo vivió en el contexto de la posguerra española.[7]​ Volvería a Inglaterra, donde ejerció como profesor.[8]​ Escogió como tema de su tesis doctoral la figura de Costa.[8]​ Realizó su primer viaje de investigación a Graus —la localidad oscense donde falleció Costa y vivió parte de su vida— hacia 1960.[9]​ Publicó además de una biografía de Costa y un estudio bibliográfico de su obra,[10]​ la correspondencia del polígrafo aragonés con Manuel Bescós, Francisco Giner de los Ríos y Rafael Altamira.[11]​
Según Alberto Gil Novales, «todos los partidos, de todos los colores, se adjudicaron su pensamiento [el de Costa], pero hay que hacer un estudio lo más acendrado que se pueda y con una consideración crítica, al margen de filias y de fobias, y éste era el mérito de Cheyne».[3]​ Además de Costa, su principal vocación, también realizó trabajos con obras de Benito Pérez Galdós[2]​
Después de su muerte, la Diputación General de Aragón adquirió, en 1993,[12]​[13]​ la colección de documentos de Cheyne, que constaba de más de 700 ejemplares. Sin embargo, una parte de los libros, la de mayor valor, que incluía libros descatalogados y raros, fue donada en cambio al Archivo Histórico Provincial de Huesca por Assumpció Vidal, la viuda del escritor.[14]​[13]​",spanish
"La European Nations Cup División 1 2008-2010 fue la séptima edición del campeonato tras su reforma del año 2000. El Campeonato, no sólo sirvió para determinar el campeón de la ENC, sino también como clasificatorio para la Copa Mundial de 2011 celebrarada en Nueva Zelanda.
Los dos primeros equipos clasificaron directamente para la Copa del Mundo, y el tercero entró en el play-off europeo de calificación. Este play-off incluyó al campeón de la División 2A, y los ganadores de las divisiones inferiores de la ENC (excluyendo la 3D) al final de la temporada 2008-2009. El ganador jugó entonces contra el segundo clasificado de la zona africana para conseguir la última plaza a la que da acceso a la repesca.
Esta temporada significó el ascenso de Alemania a la Primera División por primera vez desde que se creó el sistema de divisiones. Esta selección reemplaza a la República Checa descendido a la División 2A.",spanish
"Tisha b'Av o Tish'ah b'Av (en hebreo תשעה באב, tish‘āh bə-āḇ) es el principal día de ayuno y abstinencia del judaísmo de origen rabínico. Su nombre hace referencia al noveno día (Tisha) del mes hebreo de av, que cae en la canícula boreal. Se le suele llamar el ’’día más triste en la historia judía’’ y tradicionalmente conmemora la destrucción del Primer Templo por Nabucodonosor, la destrucción del segundo Templo por Tito, la caída de Betar (y por consiguiente, el colapso en la rebelión de Bar Kojba seguido por la intensa persecución conducida por Adriano), la expulsión de los judíos de Inglaterra por el Rey Eduardo I, la expulsión de los judíos de Francia, y el destierro de los judíos de España por el rey Fernando y la reina Isabel en 1492.",spanish
"Liechtenstein estuvo representado en los Juegos Olímpicos de Pekín 2008 por dos deportistas masculinos que compitieron en dos deportes.[1]​
El portador de la bandera en la ceremonia de apertura fue el atleta Marcel Tschopp. El equipo olímpico liechtensteiniano no obtuvo ninguna medalla en estos Juegos.[1]​[2]​",spanish
"Lloyd Viel Berkner (Milwaukee, Wisconsin, 1 de febrero de 1905, – Washington D. C., 4 de junio de 1967) fue un físico e ingeniero estodounidense,[1]​ uno de los inventores del dispositivo estándar utilizado para medir la densidad de electrones de la ionosfera en altura.[2]​",spanish
Parotocinclus haroldoi es una especie de peces de la familia  Loricariidae en el orden de los Siluriformes.,spanish
"Gleisdorf es un pequeño pueblo en el este de Estiria (Oststeiermark), 25 km al este de Graz. Está situado en el valle de Raab en el distrito de Weiz.",spanish
"Víctor Mario Rafael Andrés Belaúnde Diez-Canseco (Arequipa, 15 de diciembre de 1883-Nueva York, 14 de diciembre de 1966), fue un pensador, jurista, diplomático, político, intelectual, escritor y educador peruano. Católico y humanista, fue el principal integrante de la ""Generación del 900"" (junto con Francisco García Calderón Rey y José de la Riva-Agüero y Osma), al igual que José Carlos Mariátegui y Víctor Raúl Haya de la Torre. Destacó como una de las voces más importantes en la reflexión de la sociedad peruana. También llegó a ocupar la presidencia de la Asamblea General de las Naciones Unidas.[1]​[2]​",spanish
